munjip_id	문집	文集	성명	姓名	birthyear	birthyear2	deathyear	deathyear2	ancestralseat	choronym	uci	biog_id	encykorea
ITKC_MI_0307A	은봉전서	隱峯全書	안방준	安邦俊	1573		1654		竹山	竹山 安		PPL_6JOb_A1573_1_0006816	E0034738
ITKC_MI_0308A	학천집	鶴泉集	성여학	成汝學	1557				昌寧	昌寧 成		PPL_6JOb_A1557_1_0016203	
ITKC_MI_0309A	자암집	紫巖集	이민환	李民寏	1573		1649		永川	永川 李	G002+AKS-KHF_13C774BBFCD658B1573X0	PPL_6JOb_A1573_1_0009495	E0044323
ITKC_MI_0310A	해봉집	海峯集	홍명원	洪命元	1573		1623		南陽	南陽 洪	G002+AKS-KHF_13D64DBA85C6D0B1573X0	PPL_6JOb_A1573_1_0014744	E0064067
ITKC_MI_0311A	신독재유고	愼獨齋遺稿	김집	金集	1574		1656		光山	光山 金		PPL_6JOb_A1574_1_0002824	E0010678
ITKC_MI_0312A	다산집	茶山集	목대흠	睦大欽	1575		1638		泗川	泗川 睦	G002+AKS-KHF_13BAA9B300D760B1575X0	PPL_6JOb_A1575_1_0003787	E0018606
ITKC_MI_0313A	죽음집	竹陰集	조희일	趙希逸	1575		1638		林川	林川 趙	G002+AKS-KHF_13C870D76CC77CB1575X0	PPL_6JOb_A1575_1_0013052	E0052814
ITKC_MI_0314A	만운집	晚雲集	정충신	鄭忠信	1575	1576	1636		光州	光州 鄭		PPL_6JOb_A1576_1_0012406	E0051022
ITKC_MI_0315A	소암집	疎菴集	임숙영	任叔英	1576		1623		豐川	豐川 任		PPL_6JOb_A1576_1_0011356	E0047504
ITKC_MI_0316A	화당집	化堂集	신민일	申敏一	1576		1650		平山	平山 申		PPL_6JOb_A1576_1_0006326	E0032970
ITKC_MI_0317A	청사집	晴沙集	고용후	高用厚	1577		1652		長興	長興 高	G002+AKS-KHF_13ACE0C6A9D6C4B1577X0	PPL_6JOb_A1577_1_0000468	E0003848
ITKC_MI_0318A	계암집	溪巖集	김령	金坽	1577		1641		光山	光山 金		PPL_6JOb_A1577_1_0001518	E0009050
ITKC_MI_0319A	휴옹집	休翁集	심광세	沈光世	1577		1624		靑松	靑松 沈	G002+AKS-KHF_13C2ECAD11C138B1577X0	PPL_6JOb_A1577_1_0006583	E0033734
ITKC_MI_0320A	후천집	朽淺集	황종해	黃宗海	1579		1642		懷德	懷德 黃		PPL_6JOb_A1579_1_0016506	
ITKC_MI_0321A	포저집	浦渚集	조익	趙翼	1579		1655		豐壤	豐壤 趙	G002+AKS-KHF_12C870C775FFFFB1579X0	PPL_6JOb_A1579_1_0012875	E0052512
ITKC_MI_0322A	잠곡유고	潛谷遺稿	김육	金堉	1580		1658		淸風	淸風 金	G002+AKS-KHF_12AE40C721FFFFB1580X0	PPL_6JOb_A1580_1_0002375	E0010098
ITKC_MI_0323A	월당집	月塘集	강석기	姜碩期	1580		1643		衿川	衿川 姜		PPL_6JOb_A1580_1_0000093	E0001213
ITKC_MI_0324A	기암집	畸庵集	정홍명	鄭弘溟	1582	1592	1650		延日	延日 鄭		PPL_6JOb_A1592_1_0012475	E0051168
ITKC_MI_0325A	백강집	白江集	이경여	李敬輿	1585		1657		全州	全州 李	G002+AKS-KHF_13C774ACBDC5ECB1585X0	PPL_6JOb_A1585_1_0008951	E0043557
ITKC_MI_0326A	택당집	澤堂集	이식	李植	1584		1647		德水	德水 李	G002+AKS-KHF_12C774C2DDFFFFB1530X0	PPL_6JOb_A1584_1_0009970	E0045009
ITKC_MI_0327A	간송집	澗松集	조임도	趙任道	1585		1664		咸安	咸安 趙		PPL_6JOb_A1585_1_0012892	E0052543
ITKC_MI_0328A	지천집	遲川集	최명길	崔鳴吉	1586		1647		全州	全州 崔	G002+AKS-KHF_13CD5CBA85AE38B1586X0	PPL_6JOb_A1586_1_0013543	E0057284
ITKC_MI_0329A	용주유고	龍洲遺稿	조경	趙絅	1586		1669		漢陽	漢陽 趙		PPL_6JOb_A1586_1_0012534	E0051549
ITKC_MI_0330A	죽남당고	竹南堂稿	오준	吳竣	1587		1666		同福	同福 吳		PPL_6JOb_A1587_1_0007502	E0038545
ITKC_MI_0331A	학사집	鶴沙集	김응조	金應祖	1587		1667		豐山	豐山 金		PPL_6JOb_A1587_1_0002419	E0010153
ITKC_MI_0332A	고산유고	孤山遺稿	윤선도	尹善道	1587		1671		海南	海南 尹		PPL_6JOb_A1587_1_0008531	E0042393
ITKC_MI_0333A	계곡집	谿谷集	장유	張維	1587		1638		德水	德水 張	G002+AKS-KHF_12C7A5C720FFFFB1587X0	PPL_6JOb_A1587_1_0011639	E0048727
ITKC_MI_0334A	돈암전서	遯菴全書	선우협	鮮于浹	1588		1653		太原	太原 鮮		PPL_6JOb_A1588_1_0005586	E0028828
ITKC_MI_0335A	낙전당집	樂全堂集	신익성	申翊聖	1588		1644		平山	平山 申		PPL_6JOb_A1588_1_0006450	E0033290
ITKC_MI_0336A	현곡집	玄谷集	정백창	鄭百昌	1588		1635		晉州	晉州 鄭	G002+AKS-KHF_13C815BC31CC3DB1588X0	PPL_6JOb_A1588_1_0012021	E0050243
ITKC_MI_0337A	동주집	東州集	이민구	李敏求	1589		1670		全州	全州 李	G002+AKS-KHF_13C774BBFCAD6CB1589X0	PPL_6JOb_A1589_1_0009484	E0044311
ITKC_MI_0338A	행명재시집	涬溟齋詩集	윤순지	尹順之	1591		1666		海平	海平 尹		PPL_6JOb_A1591_1_0008554	E0042422
ITKC_MI_0339A	천파집	天坡集	오숙	吳䎘	1592		1634		海州	海州 吳		PPL_6JOb_A1592_1_0007425	E0038375
ITKC_MI_0340A	동명집	東溟集	김세렴	金世濂	1593		1646		善山	善山 金		PPL_6JOb_A1593_1_0001896	E0009510
ITKC_MI_0341A	백헌집	白軒集	이경석	李景奭	1595		1671		全州	全州 李		PPL_6JOb_A1595_1_0008943	E0043547
ITKC_MI_0342A	겸재집	謙齋集	하홍도	河弘度	1593		1666		晉州	晉州 河		PPL_6JOb_A1593_1_0014116	E0060743
ITKC_MI_0343A	백주집	白洲集	이명한	李明漢	1595		1645		延安	延安 李		PPL_6JOb_A1595_1_0009443	E0044244
ITKC_MI_0344A	기언	記言	허목	許穆	1595		1682		陽川	陽川 許		PPL_6JOb_A1595_1_0014464	E0063049
ITKC_MI_0345A	백원집	百源集	신석번	申碩蕃	1596		1675		平山	平山 申		PPL_6JOb_A1596_1_0006361	E0033070
ITKC_MI_0346A	동토집	童土集	윤순거	尹舜擧	1596		1668		坡平	坡平 尹		PPL_6JOb_A1596_1_0008552	E0042420
ITKC_MI_0347A	송애집	松崖集	김경여	金慶餘	1596		1653		慶州	慶州 金		PPL_6JOb_A1596_1_0001174	E0008638
ITKC_MI_0348A	경와집	敬窩集	김휴	金烋	1597		1638		義城	義城 金		PPL_6JOb_A1597_1_0003138	E0011151
ITKC_MI_0349A	동명집	東溟集	정두경	鄭斗卿	1597		1673		溫陽	溫陽 鄭		PPL_6JOb_A1597_1_0011969	E0050114
ITKC_MI_0350A	가주집	家州集	이상질	李尙質	1597		1635		全州	全州 李		PPL_6JOb_A1597_1_0009683	E0044620
ITKC_MI_0351A	태계집	台溪集	하진	河溍	1597		1658		晉州	晉州 河		PPL_6JOb_A1597_1_0014110	E0060714
ITKC_MI_0352A	현주집	玄洲集	이소한	李昭漢	1598		1645		延安	延安 李		PPL_6JOb_A1598_1_0009816	E0044799
ITKC_MI_0353A	호주집	湖洲集	채유후	蔡裕後	1599		1660		平康	平康 蔡		PPL_6JOb_A1599_1_0013364	E0055637
ITKC_MI_0354A	포옹집	抱翁集	정양	鄭瀁	1600		1668		迎日	迎日 鄭		PPL_6JOb_A1600_1_0012166	E0050554
ITKC_MI_0355A	용서집	龍西集	윤원거	尹元擧	1601		1672		坡平	坡平 尹		PPL_6JOb_A1601_1_0008608	E0042490
ITKC_MI_0356A	학주전집	鶴洲全集	김홍욱	金弘郁	1602		1654		慶州	慶州 金		PPL_6JOb_A1602_1_0003090	E0011092
ITKC_MI_0357A	양파유고	陽坡遺稿	정태화	鄭太和	1602		1673		東萊	東萊 鄭		PPL_6JOb_A1602_1_0012425	E0051056
ITKC_MI_0358A	설봉유고	雪峯遺稿	강백년	姜栢年	1603		1681		晉州	晉州 姜		PPL_6JOb_A1603_1_0000072	E0001157
ITKC_MI_0359A	만랑집	漫浪集	황호	黃㦿	1604		1656		昌原	昌原 黃		PPL_6JOb_A1604_1_0015155	E0065403
ITKC_MI_0360A	백곡집	柏谷集	김득신	金得臣	1604		1684		安東	安東 金		PPL_6JOb_A1604_1_0001506	E0009035
ITKC_MI_0361A	탄옹집	炭翁集	권시	權諰	1604		1672		安東	安東 權		PPL_6JOb_A1604_1_0000866	E0006975
ITKC_MI_0362A	동강유집	東江遺集	신익전	申翊全	1605		1660		平山	平山 申		PPL_6JOb_A1605_1_0006451	E0033291
ITKC_MI_0363A	석호유고	石湖遺稿	윤문거	尹文擧	1606		1672		坡平	坡平 尹		PPL_6JOb_A1606_1_0008478	E0042318
ITKC_MI_0364A	낙정집	樂静集	조석윤	趙錫胤	1606		1655		白川	白川 趙		PPL_6JOb_A1605_1_0012732	E0051897
ITKC_MI_0365A	남파집	南坡集	홍우원	洪宇遠	1605		1687		南陽	南陽 洪		PPL_6JOb_A1605_1_0014862	E0064289
ITKC_MI_0366A	동춘당집	同春堂集	송준길	宋浚吉	1606		1672		恩津	恩津 宋		PPL_6JOb_A1606_1_0006086	E0031064
ITKC_MI_0367A	송자대전	宋子大全	송시열	宋時烈	1607		1689		恩津	恩津 宋		PPL_6JOb_A1607_1_0006022	E0030898
ITKC_MI_0368A	시남집	市南集	유계	兪棨	1607		1664		杞溪	杞溪 兪		PPL_6JOb_A1607_1_0007900	E0041248
ITKC_MI_0369A	초려집	草廬集	이유태	李惟泰	1607		1684		慶州	慶州 李		PPL_6JOb_A1607_1_0010260	E0045439
